,Home,Away,Year-Month-Day
5084,Indiana,Toronto,2020-02-07
5085,Utah,Portland,2020-02-07
5086,Phoenix,Houston,2020-02-07
5087,Sacramento,Miami,2020-02-07
5088,Philadelphia,Memphis,2020-02-07
5089,Washington,Dallas,2020-02-07
5090,Okla City,Detroit,2020-02-07
5091,Boston,Atlanta,2020-02-07
5092,Phoenix,Denver,2020-02-08
5093,Indiana,New Orleans,2020-02-08
5094,Sacramento,San Antonio,2020-02-08
5095,Orlando,Milwaukee,2020-02-08
5096,Minnesota,LA Clippers,2020-02-08
5097,Toronto,Brooklyn,2020-02-08
5098,Golden State,LA Lakers,2020-02-08
5099,Charlotte,Dallas,2020-02-08
5100,Detroit,New York,2020-02-08
5101,Okla City,Boston,2020-02-09
5102,Houston,Utah,2020-02-09
5103,Portland,Miami,2020-02-09
5104,Philadelphia,Chicago,2020-02-09
5105,Washington,Memphis,2020-02-09
5106,Cleveland,LA Clippers,2020-02-09
5107,Atlanta,New York,2020-02-09
5108,Dallas,Utah,2020-02-10
5109,Denver,San Antonio,2020-02-10
5110,Indiana,Brooklyn,2020-02-10
5111,LA Lakers,Phoenix,2020-02-10
5112,Toronto,Minnesota,2020-02-10
5113,Milwaukee,Sacramento,2020-02-10
5114,Golden State,Miami,2020-02-10
5115,Orlando,Atlanta,2020-02-10
5116,Detroit,Charlotte,2020-02-10
5117,Houston,Boston,2020-02-11
5118,Philadelphia,LA Clippers,2020-02-11
5119,New Orleans,Portland,2020-02-11
5120,Okla City,San Antonio,2020-02-11
5121,Washington,Chicago,2020-02-11
5122,Denver,LA Lakers,2020-02-12
5123,Utah,Miami,2020-02-12
5124,Indiana,Milwaukee,2020-02-12
5125,Brooklyn,Toronto,2020-02-12
5126,Memphis,Portland,2020-02-12
5127,Dallas,Sacramento,2020-02-12
5128,Orlando,Detroit,2020-02-12
5129,New York,Washington,2020-02-12
5130,Phoenix,Golden State,2020-02-12
5131,Minnesota,Charlotte,2020-02-12
5132,Cleveland,Atlanta,2020-02-12
5133,Boston,LA Clippers,2020-02-13
5134,New Orleans,Okla City,2020-02-13
5135,Philadelphia,Brooklyn,2020-02-20
5136,Sacramento,Memphis,2020-02-20
5137,Golden State,Houston,2020-02-20
5138,Detroit,Milwaukee,2020-02-20
5139,Atlanta,Miami,2020-02-20
5140,Chicago,Charlotte,2020-02-20
5141,Okla City,Denver,2020-02-21
5142,Portland,New Orleans,2020-02-21
5143,Orlando,Dallas,2020-02-21
5144,Utah,San Antonio,2020-02-21
5145,Toronto,Phoenix,2020-02-21
5146,Minnesota,Boston,2020-02-21
5147,LA Lakers,Memphis,2020-02-21
5148,New York,Indiana,2020-02-21
5149,Washington,Cleveland,2020-02-21
5150,Utah,Houston,2020-02-22
5151,Milwaukee,Philadelphia,2020-02-22
5152,LA Clippers,Sacramento,2020-02-22
5153,Chicago,Phoenix,2020-02-22
5154,Atlanta,Dallas,2020-02-22
5155,Charlotte,Brooklyn,2020-02-22
5156,Miami,Cleveland,2020-02-22
5157,LA Lakers,Boston,2020-02-23
5158,Toronto,Indiana,2020-02-23
5159,Okla City,San Antonio,2020-02-23
5160,Denver,Minnesota,2020-02-23
5161,Portland,Detroit,2020-02-23
5162,Golden State,New Orleans,2020-02-23
5163,Chicago,Washington,2020-02-23
5164,LA Clippers,Memphis,2020-02-24
5165,Brooklyn,Orlando,2020-02-24
5166,Utah,Phoenix,2020-02-24
5167,Dallas,Minnesota,2020-02-24
5168,Washington,Milwaukee,2020-02-24
5169,Philadelphia,Atlanta,2020-02-24
5170,Houston,New York,2020-02-24
5171,Cleveland,Miami,2020-02-24
5172,Toronto,Milwaukee,2020-02-25
5173,Portland,Boston,2020-02-25
5174,LA Lakers,New Orleans,2020-02-25
5175,Chicago,Okla City,2020-02-25
5176,Denver,Detroit,2020-02-25
5177,Golden State,Sacramento,2020-02-25
5178,Indiana,Charlotte,2020-02-25
5179,Utah,Boston,2020-02-26
5180,San Antonio,Dallas,2020-02-26
5181,Phoenix,LA Clippers,2020-02-26
5182,Houston,Memphis,2020-02-26
5183,Washington,Brooklyn,2020-02-26
5184,Miami,Minnesota,2020-02-26
5185,Atlanta,Orlando,2020-02-26
5186,Cleveland,Philadelphia,2020-02-26
5187,Charlotte,New York,2020-02-26
5188,Indiana,Portland,2020-02-27
5189,Okla City,Sacramento,2020-02-27
5190,Golden State,LA Lakers,2020-02-27
5191,Philadelphia,New York,2020-02-27
5192,LA Clippers,Denver,2020-02-28
5193,Miami,Dallas,2020-02-28
5194,Milwaukee,Okla City,2020-02-28
5195,Memphis,Sacramento,2020-02-28
5196,Orlando,Minnesota,2020-02-28
5197,Atlanta,Brooklyn,2020-02-28
5198,Utah,Washington,2020-02-28
5199,Phoenix,Detroit,2020-02-28
5200,Toronto,Charlotte,2020-02-28
5201,New Orleans,Cleveland,2020-02-28
5202,Boston,Houston,2020-02-29
5203,San Antonio,Orlando,2020-02-29
5204,Memphis,LA Lakers,2020-02-29
5205,Miami,Brooklyn,2020-02-29
5206,Atlanta,Portland,2020-02-29
5207,New York,Chicago,2020-02-29
5208,Cleveland,Indiana,2020-02-29
5209,Phoenix,Golden State,2020-02-29
5210,Denver,Toronto,2020-02-30
5211,LA Clippers,Philadelphia,2020-02-30
5212,New Orleans,LA Lakers,2020-02-30
5213,Minnesota,Dallas,2020-02-30
5214,Sacramento,Detroit,2020-02-30
5215,Golden State,Washington,2020-02-30
5216,Charlotte,Milwaukee,2020-02-30
5217,Miami,Milwaukee,2020-02-31
5218,San Antonio,Indiana,2020-02-31
5219,Orlando,Portland,2020-02-31
5220,Chicago,Dallas,2020-02-31
5221,New York,Houston,2020-02-31
5222,Atlanta,Memphis,2020-02-31
5223,Cleveland,Utah,2020-02-31
5224,Denver,Toronto,2020-03-01
5225,LA Clippers,Philadelphia,2020-03-01
5226,New Orleans,LA Lakers,2020-03-01
5227,Minnesota,Dallas,2020-03-01
5228,Sacramento,Detroit,2020-03-01
5229,Golden State,Washington,2020-03-01
5230,Charlotte,Milwaukee,2020-03-01
5231,Miami,Milwaukee,2020-03-02
5232,San Antonio,Indiana,2020-03-02
5233,Orlando,Portland,2020-03-02
5234,Chicago,Dallas,2020-03-02
5235,New York,Houston,2020-03-02
5236,Atlanta,Memphis,2020-03-02
5237,Cleveland,Utah,2020-03-02
5238,Okla City,LA Clippers,2020-03-03
5239,LA Lakers,Philadelphia,2020-03-03
5240,Phoenix,Toronto,2020-03-03
5241,Boston,Brooklyn,2020-03-03
5242,New Orleans,Minnesota,2020-03-03
5243,Charlotte,San Antonio,2020-03-03
5244,Sacramento,Washington,2020-03-03
5245,Denver,Golden State,2020-03-03
5246,Dallas,New Orleans,2020-03-04
5247,Milwaukee,Indiana,2020-03-04
5248,Brooklyn,Memphis,2020-03-04
5249,Miami,Orlando,2020-03-04
5250,Detroit,Okla City,2020-03-04
5251,New York,Utah,2020-03-04
5252,Portland,Washington,2020-03-04
5253,Minnesota,Chicago,2020-03-04
5254,Cleveland,Boston,2020-03-04
5255,Houston,LA Clippers,2020-03-05
5256,Sacramento,Philadelphia,2020-03-05
5257,Golden State,Toronto,2020-03-05
5258,Charlotte,Denver,2020-03-05
5259,LA Lakers,Milwaukee,2020-03-06
5260,Boston,Utah,2020-03-06
5261,New Orleans,Miami,2020-03-06
5262,Dallas,Memphis,2020-03-06
5263,Brooklyn,San Antonio,2020-03-06
5264,Phoenix,Portland,2020-03-06
5265,Minnesota,Orlando,2020-03-06
5266,Chicago,Indiana,2020-03-06
5267,New York,Okla City,2020-03-06
5268,Washington,Atlanta,2020-03-06
5269,Portland,Sacramento,2020-03-07
5270,Detroit,Utah,2020-03-07
5271,Golden State,Philadelphia,2020-03-07
5272,Charlotte,Houston,2020-03-07
5273,Cleveland,Denver,2020-03-07
5274,Memphis,Atlanta,2020-03-07
5275,LA Clippers,LA Lakers,2020-03-08
5276,Boston,Okla City,2020-03-08
5277,Dallas,Indiana,2020-03-08
5278,Sacramento,Toronto,2020-03-08
5279,Houston,Orlando,2020-03-08
5280,Minnesota,New Orleans,2020-03-08
5281,Phoenix,Milwaukee,2020-03-08
5282,Washington,Miami,2020-03-08
5283,Brooklyn,Chicago,2020-03-08
5284,Cleveland,San Antonio,2020-03-08
5285,New York,Detroit,2020-03-08
5286,Utah,Toronto,2020-03-09
5287,Denver,Milwaukee,2020-03-09
5288,Atlanta,Charlotte,2020-03-09
5289,Indiana,Boston,2020-03-10
5290,San Antonio,Dallas,2020-03-10
5291,Memphis,Orlando,2020-03-10
5292,Portland,Phoenix,2020-03-10
5293,LA Lakers,Brooklyn,2020-03-10
5294,Houston,Minnesota,2020-03-10
5295,Golden State,LA Clippers,2020-03-10
5296,Washington,New York,2020-03-10
5297,Chicago,Cleveland,2020-03-10
5298,Dallas,Denver,2020-03-11
5299,Okla City,Utah,2020-03-11
5300,Sacramento,New Orleans,2020-03-11
5301,Philadelphia,Detroit,2020-03-11
5302,Miami,Charlotte,2020-03-11
5303,Atlanta,New York,2020-03-11
5304,Milwaukee,Boston,2020-03-12
5305,LA Lakers,Houston,2020-03-12
5306,Portland,Memphis,2020-03-12
5307,Orlando,Chicago,2020-03-12
5308,Golden State,Brooklyn,2020-03-12
5309,Utah,New Orleans,2020-03-13
5310,San Antonio,Denver,2020-03-13
5311,LA Clippers,Brooklyn,2020-03-13
5312,Okla City,Minnesota,2020-03-13
5313,Boston,Washington,2020-03-13
5314,Miami,New York,2020-03-13
5315,Charlotte,Cleveland,2020-03-13
5316,Philadelphia,Indiana,2020-03-14
5317,LA Clippers,New Orleans,2020-03-14
5318,Utah,Memphis,2020-03-14
5319,Dallas,Phoenix,2020-03-14
5320,San Antonio,Minnesota,2020-03-14
5321,Miami,Chicago,2020-03-14
5322,Toronto,Detroit,2020-03-14
5323,Milwaukee,Golden State,2020-03-14
5324,Atlanta,Cleveland,2020-03-14
5325,LA Lakers,Denver,2020-03-15
5326,Portland,Houston,2020-03-15
5327,Sacramento,Brooklyn,2020-03-15
5328,Chicago,Boston,2020-03-15
5329,Washington,Okla City,2020-03-15
5330,Orlando,Charlotte,2020-03-15
5331,LA Clippers,Dallas,2020-03-16
5332,Utah,LA Lakers,2020-03-16
5333,Milwaukee,Miami,2020-03-16
5334,San Antonio,Memphis,2020-03-16
5335,Philadelphia,Washington,2020-03-16
5336,Toronto,Golden State,2020-03-16
5337,New Orleans,Atlanta,2020-03-16
5338,Sacramento,Dallas,2020-03-17
5339,Memphis,Okla City,2020-03-17
5340,Detroit,Orlando,2020-03-17
5341,Portland,Minnesota,2020-03-17
5342,Houston,Cleveland,2020-03-17
5343,New York,Charlotte,2020-03-17
5344,LA Lakers,LA Clippers,2020-12-22
5345,Brooklyn,Golden State,2020-12-22
5346,Boston,Milwaukee,2020-12-23
5347,Portland,Utah,2020-12-23
5348,Phoenix,Dallas,2020-12-23
5349,Orlando,Miami,2020-12-23
5350,Denver,Sacramento,2020-12-23
5351,Toronto,New Orleans,2020-12-23
5352,Philadelphia,Washington,2020-12-23
5353,Chicago,Atlanta,2020-12-23
5354,Memphis,San Antonio,2020-12-23
5355,Minnesota,Detroit,2020-12-23
5356,Cleveland,Charlotte,2020-12-23
5357,Indiana,New York,2020-12-23
5358,Denver,LA Clippers,2020-12-25
5359,LA Lakers,Dallas,2020-12-25
5360,Boston,Brooklyn,2020-12-25
5361,Miami,New Orleans,2020-12-25
5362,Milwaukee,Golden State,2020-12-25
5363,San Antonio,Toronto,2020-12-26
5364,Portland,Houston,2020-12-26
5365,Sacramento,Phoenix,2020-12-26
5366,Utah,Minnesota,2020-12-26
5367,Memphis,Atlanta,2020-12-26
5368,Washington,Orlando,2020-12-26
5369,Chicago,Indiana,2020-12-26
5370,New York,Philadelphia,2020-12-26
5371,Detroit,Cleveland,2020-12-26
5372,Charlotte,Okla City,2020-12-26
5373,Indiana,Boston,2020-12-27
5374,LA Clippers,Dallas,2020-12-27
5375,Sacramento,Phoenix,2020-12-27
5376,New Orleans,San Antonio,2020-12-27
5377,LA Lakers,Minnesota,2020-12-27
5378,Cleveland,Philadelphia,2020-12-27
5379,Charlotte,Brooklyn,2020-12-27
5380,Washington,Orlando,2020-12-27
5381,Chicago,Golden State,2020-12-27
5382,New York,Milwaukee,2020-12-27
5383,Denver,Houston,2020-12-28
5384,LA Lakers,Portland,2020-12-28
5385,Okla City,Utah,2020-12-28
5386,Brooklyn,Memphis,2020-12-28
5387,Atlanta,Detroit,2020-12-28
5388,Miami,Milwaukee,2020-12-29
5389,Philadelphia,Toronto,2020-12-29
5390,Indiana,Boston,2020-12-29
5391,Phoenix,New Orleans,2020-12-29
5392,Sacramento,Denver,2020-12-29
5393,LA Clippers,Minnesota,2020-12-29
5394,Okla City,Orlando,2020-12-29
5395,Detroit,Golden State,2020-12-29
5396,Washington,Chicago,2020-12-29
5397,Cleveland,New York,2020-12-29
5398,Brooklyn,Atlanta,2020-12-30
5399,Miami,Milwaukee,2020-12-30
5400,LA Clippers,Portland,2020-12-30
5401,San Antonio,LA Lakers,2020-12-30
5402,Boston,Memphis,2020-12-30
5403,Dallas,Charlotte,2020-12-30
5404,Utah,Phoenix,2020-12-31
5405,Orlando,Philadelphia,2020-12-31
5406,Indiana,Cleveland,2020-12-31
5407,Houston,Sacramento,2020-12-31
5408,Okla City,New Orleans,2020-12-31
5409,Toronto,New York,2020-12-31
5410,Washington,Chicago,2020-12-31
5411,Brooklyn,Atlanta,2021-01-01
5412,Dallas,Miami,2021-01-01
5413,Utah,LA Clippers,2021-01-01
5414,Denver,Phoenix,2021-01-01
5415,San Antonio,LA Lakers,2021-01-01
5416,Golden State,Portland,2021-01-01
5417,Milwaukee,Chicago,2021-01-01
5418,Charlotte,Memphis,2021-01-01
5419,Minnesota,Washington,2021-01-01
5420,Detroit,Boston,2021-01-01
5421,New Orleans,Toronto,2021-01-02
5422,Houston,Sacramento,2021-01-02
5423,Atlanta,Cleveland,2021-01-02
5424,Philadelphia,Charlotte,2021-01-02
5425,Indiana,New York,2021-01-02
5426,Orlando,Okla City,2021-01-02
5427,Phoenix,LA Clippers,2021-01-03
5428,San Antonio,Utah,2021-01-03
5429,Memphis,LA Lakers,2021-01-03
5430,Brooklyn,Washington,2021-01-03
5431,Minnesota,Denver,2021-01-03
5432,Golden State,Portland,2021-01-03
5433,Chicago,Dallas,2021-01-03
5434,Detroit,Boston,2021-01-03
5435,Houston,Dallas,2021-01-04
5436,Toronto,Boston,2021-01-04
5437,New Orleans,Indiana,2021-01-04
5438,Atlanta,New York,2021-01-04
5439,Miami,Okla City,2021-01-04
5440,Golden State,Sacramento,2021-01-04
5441,Philadelphia,Charlotte,2021-01-04
5442,Orlando,Cleveland,2021-01-04
5443,Milwaukee,Detroit,2021-01-04
5444,Brooklyn,Utah,2021-01-05
5445,LA Clippers,San Antonio,2021-01-05
5446,Portland,Chicago,2021-01-05
5447,Memphis,LA Lakers,2021-01-05
5448,Denver,Minnesota,2021-01-05
5449,Miami,Boston,2021-01-06
5450,Phoenix,Toronto,2021-01-06
5451,Golden State,LA Clippers,2021-01-06
5452,New York,Utah,2021-01-06
5453,Philadelphia,Washington,2021-01-06
5454,Indiana,Houston,2021-01-06
5455,Orlando,Cleveland,2021-01-06
5456,Sacramento,Chicago,2021-01-06
5457,Atlanta,Charlotte,2021-01-06
5458,New Orleans,Okla City,2021-01-06
5459,Milwaukee,Detroit,2021-01-06
5460,Brooklyn,Philadelphia,2021-01-07
5461,Denver,Dallas,2021-01-07
5462,LA Lakers,San Antonio,2021-01-07
5463,Portland,Minnesota,2021-01-07
5464,Memphis,Cleveland,2021-01-07
5465,Milwaukee,Utah,2021-01-08
5466,Golden State,LA Clippers,2021-01-08
5467,Boston,Washington,2021-01-08
5468,Memphis,Brooklyn,2021-01-08
5469,Sacramento,Toronto,2021-01-08
5470,LA Lakers,Chicago,2021-01-08
5471,New Orleans,Charlotte,2021-01-08
5472,Houston,Orlando,2021-01-08
5473,Detroit,Phoenix,2021-01-08
5474,New York,Okla City,2021-01-08
5475,Indiana,Phoenix,2021-01-09
5476,Dallas,Orlando,2021-01-09
5477,Philadelphia,Denver,2021-01-09
5478,Milwaukee,Cleveland,2021-01-09
5479,Washington,Miami,2021-01-09
5480,Charlotte,Atlanta,2021-01-09
5481,Sacramento,Portland,2021-01-09
5482,Minnesota,San Antonio,2021-01-09
5483,Houston,LA Lakers,2021-01-10
5484,Golden State,Toronto,2021-01-10
5485,New York,Denver,2021-01-10
5486,LA Clippers,Chicago,2021-01-10
5487,Brooklyn,Okla City,2021-01-10
5488,Detroit,Utah,2021-01-10
5489,Minnesota,San Antonio,2021-01-10
5490,Portland,Toronto,2021-01-11
5491,Atlanta,Philadelphia,2021-01-11
5492,Orlando,Milwaukee,2021-01-11
5493,Washington,Phoenix,2021-01-11
5494,Cleveland,Memphis,2021-01-11
5495,Charlotte,New York,2021-01-11
5496,Sacramento,Indiana,2021-01-11
5497,Brooklyn,Denver,2021-01-12
5498,Philadelphia,Miami,2021-01-12
5499,Golden State,Indiana,2021-01-12
5500,Houston,LA Lakers,2021-01-12
5501,Cleveland,Utah,2021-01-12
5502,Okla City,San Antonio,2021-01-12
5503,LA Clippers,New Orleans,2021-01-13
5504,Charlotte,Dallas,2021-01-13
5505,Sacramento,Portland,2021-01-13
5506,Okla City,LA Lakers,2021-01-13
5507,New York,Brooklyn,2021-01-13
5508,Detroit,Milwaukee,2021-01-13
5509,Minnesota,Memphis,2021-01-13
5510,Philadelphia,Miami,2021-01-14
5511,Portland,Indiana,2021-01-14
5512,Denver,Golden State,2021-01-14
5513,Toronto,Charlotte,2021-01-14
5514,San Antonio,Houston,2021-01-14
5515,Milwaukee,Dallas,2021-01-15
5516,Utah,Atlanta,2021-01-15
5517,LA Lakers,New Orleans,2021-01-15
5518,Boston,Orlando,2021-01-15
5519,Sacramento,LA Clippers,2021-01-15
5520,Okla City,Chicago,2021-01-15
5521,Cleveland,New York,2021-01-15
5522,Portland,Atlanta,2021-01-16
5523,Memphis,Philadelphia,2021-01-16
5524,Toronto,Charlotte,2021-01-16
5525,San Antonio,Houston,2021-01-16
5526,Brooklyn,Orlando,2021-01-16
5527,Miami,Detroit,2021-01-16
5528,LA Clippers,Indiana,2021-01-17
5529,Denver,Utah,2021-01-17
5530,Dallas,Chicago,2021-01-17
5531,Boston,New York,2021-01-17
5532,Sacramento,New Orleans,2021-01-17
5533,Brooklyn,Milwaukee,2021-01-18
5534,Toronto,Dallas,2021-01-18
5535,Portland,San Antonio,2021-01-18
5536,Memphis,Phoenix,2021-01-18
5537,LA Lakers,Golden State,2021-01-18
5538,Chicago,Houston,2021-01-18
5539,Miami,Detroit,2021-01-18
5540,Atlanta,Minnesota,2021-01-18
5541,New York,Orlando,2021-01-18
5542,Utah,New Orleans,2021-01-19
5543,Denver,Okla City,2021-01-19
5544,Philadelphia,Boston,2021-01-20
5545,Indiana,Dallas,2021-01-20
5546,Toronto,Miami,2021-01-20
5547,Golden State,San Antonio,2021-01-20
5548,Houston,Phoenix,2021-01-20
5549,Cleveland,Brooklyn,2021-01-20
5550,Atlanta,Detroit,2021-01-20
5551,LA Clippers,Sacramento,2021-01-20
5552,Minnesota,Orlando,2021-01-20
5553,Milwaukee,LA Lakers,2021-01-21
5554,Utah,New Orleans,2021-01-21
5555,Golden State,New York,2021-01-21
5556,Phoenix,Denver,2021-01-22
5557,Philadelphia,Boston,2021-01-22
5558,San Antonio,Dallas,2021-01-22
5559,Toronto,Miami,2021-01-22
5560,Cleveland,Brooklyn,2021-01-22
5561,Indiana,Orlando,2021-01-22
5562,Charlotte,Chicago,2021-01-22
5563,Detroit,Houston,2021-01-22
5564,LA Clippers,Okla City,2021-01-22
5565,Minnesota,Atlanta,2021-01-22
5566,Sacramento,New York,2021-01-22
5567,Phoenix,Denver,2021-01-23
5568,Brooklyn,Miami,2021-01-23
5569,Utah,Golden State,2021-01-23
5570,Dallas,Houston,2021-01-23
5571,Chicago,LA Lakers,2021-01-23
5572,Detroit,Philadelphia,2021-01-23
5573,Minnesota,New Orleans,2021-01-23
5574,Milwaukee,Atlanta,2021-01-24
5575,Indiana,Toronto,2021-01-24
5576,Boston,Cleveland,2021-01-24
5577,Portland,New York,2021-01-24
5578,San Antonio,Washington,2021-01-24
5579,Orlando,Charlotte,2021-01-24
5580,LA Clippers,Okla City,2021-01-24
5581,Dallas,Denver,2021-01-25
5582,Indiana,Toronto,2021-01-25
5583,Brooklyn,Miami,2021-01-25
5584,Chicago,Boston,2021-01-25
5585,Detroit,Philadelphia,2021-01-25
5586,Cleveland,LA Lakers,2021-01-25
5587,Orlando,Charlotte,2021-01-25
5588,Portland,Okla City,2021-01-25
5589,Golden State,Minnesota,2021-01-25
5590,Atlanta,LA Clippers,2021-01-26
5591,Utah,New York,2021-01-26
5592,Houston,Washington,2021-01-26
5593,Atlanta,Brooklyn,2021-01-27
5594,Philadelphia,LA Lakers,2021-01-27
5595,San Antonio,Boston,2021-01-27
5596,Toronto,Milwaukee,2021-01-27
5597,Utah,Dallas,2021-01-27
5598,Miami,Denver,2021-01-27
5599,Charlotte,Indiana,2021-01-27
5600,New Orleans,Washington,2021-01-27
5601,Phoenix,Okla City,2021-01-27
5602,Cleveland,Detroit,2021-01-27
5603,Golden State,Minnesota,2021-01-27
5604,Orlando,Sacramento,2021-01-27
5605,Phoenix,Golden State,2021-01-28
5606,Houston,Portland,2021-01-28
5607,Miami,LA Clippers,2021-01-28
5608,Detroit,LA Lakers,2021-01-28
5609,San Antonio,Denver,2021-01-29
5610,Utah,Dallas,2021-01-29
5611,New Orleans,Milwaukee,2021-01-29
5612,Charlotte,Indiana,2021-01-29
5613,Okla City,Brooklyn,2021-01-29
5614,Toronto,Sacramento,2021-01-29
5615,Washington,Atlanta,2021-01-29
5616,Orlando,LA Clippers,2021-01-29
5617,New York,Cleveland,2021-01-29
5618,Minnesota,Philadelphia,2021-01-29
5619,Boston,LA Lakers,2021-01-30
5620,Dallas,Phoenix,2021-01-30
5621,New Orleans,Houston,2021-01-30
5622,San Antonio,Memphis,2021-01-30
5623,Chicago,Portland,2021-01-30
5624,Charlotte,Milwaukee,2021-01-30
5625,Golden State,Detroit,2021-01-30
5626,Miami,Sacramento,2021-01-30
5627,Denver,Utah,2021-01-31
5628,Indiana,Philadelphia,2021-01-31
5629,New York,LA Clippers,2021-01-31
5630,Washington,Brooklyn,2021-01-31
5631,Toronto,Orlando,2021-01-31
5632,Minnesota,Cleveland,2021-01-31
5633,Atlanta,LA Lakers,2021-02-01
5634,Dallas,Phoenix,2021-02-01
5635,Milwaukee,Portland,2021-02-01
5636,San Antonio,Memphis,2021-02-01
5637,Miami,Charlotte,2021-02-01
5638,Chicago,New York,2021-02-01
5639,Okla City,Houston,2021-02-01
5640,New Orleans,Sacramento,2021-02-01
5641,Cleveland,Minnesota,2021-02-01
5642,Brooklyn,LA Clippers,2021-02-02
5643,Golden State,Boston,2021-02-02
5644,Indiana,Memphis,2021-02-02
5645,Orlando,Toronto,2021-02-02
5646,Washington,Portland,2021-02-02
5647,Utah,Detroit,2021-02-02
5648,Milwaukee,Indiana,2021-02-03
5649,Atlanta,Dallas,2021-02-03
5650,Charlotte,Philadelphia,2021-02-03
5651,New Orleans,Phoenix,2021-02-03
5652,Sacramento,Boston,2021-02-03
5653,Chicago,New York,2021-02-03
5654,Cleveland,LA Clippers,2021-02-03
5655,Miami,Washington,2021-02-03
5656,Okla City,Houston,2021-02-03
5657,San Antonio,Minnesota,2021-02-03
5658,LA Lakers,Denver,2021-02-04
5659,Atlanta,Utah,2021-02-04
5660,Dallas,Golden State,2021-02-04
5661,Philadelphia,Portland,2021-02-04
5662,Memphis,Houston,2021-02-04
5663,Brooklyn,Toronto,2021-02-05
5664,LA Clippers,Boston,2021-02-05
5665,Indiana,New Orleans,2021-02-05
5666,Charlotte,Utah,2021-02-05
5667,Cleveland,Milwaukee,2021-02-05
5668,Phoenix,Detroit,2021-02-05
5669,Miami,Washington,2021-02-05
5670,Orlando,Chicago,2021-02-05
5671,Okla City,Minnesota,2021-02-05
5672,Philadelphia,Brooklyn,2021-02-06
5673,Atlanta,Toronto,2021-02-06
5674,Dallas,Golden State,2021-02-06
5675,Houston,San Antonio,2021-02-06
5676,New Orleans,Memphis,2021-02-06
5677,New York,Portland,2021-02-06
5678,Sacramento,Denver,2021-02-06
5679,Cleveland,Milwaukee,2021-02-06
5680,LA Lakers,Detroit,2021-02-06
5681,Orlando,Chicago,2021-02-06
5682,Okla City,Minnesota,2021-02-06
5683,Phoenix,Boston,2021-02-07
5684,Indiana,Utah,2021-02-07
5685,LA Clippers,Sacramento,2021-02-07
5686,New York,Miami,2021-02-07
5687,Charlotte,Washington,2021-02-07
5688,Denver,Milwaukee,2021-02-08
5689,Memphis,Toronto,2021-02-08
5690,San Antonio,Golden State,2021-02-08
5691,Charlotte,Houston,2021-02-08
5692,Phoenix,Cleveland,2021-02-08
5693,LA Lakers,Okla City,2021-02-08
5694,Dallas,Minnesota,2021-02-08
5695,Chicago,Washington,2021-02-08
5696,Utah,Boston,2021-02-09
5697,San Antonio,Golden State,2021-02-09
5698,New Orleans,Houston,2021-02-09
5699,Sacramento,Philadelphia,2021-02-09
5700,Detroit,Brooklyn,2021-02-09
5701,Miami,New York,2021-02-09
5702,Portland,Orlando,2021-02-09
5703,Phoenix,Milwaukee,2021-02-10
5704,Brooklyn,Indiana,2021-02-10
5705,Dallas,Atlanta,2021-02-10
5706,Chicago,New Orleans,2021-02-10
5707,Memphis,Charlotte,2021-02-10
5708,Washington,Toronto,2021-02-10
5709,Denver,Cleveland,2021-02-10
5710,LA Lakers,Okla City,2021-02-10
5711,Minnesota,LA Clippers,2021-02-10
5712,Boston,Toronto,2021-02-11
5713,Portland,Philadelphia,2021-02-11
5714,Houston,Miami,2021-02-11
5715,Detroit,Indiana,2021-02-11
5716,Golden State,Orlando,2021-02-11
